project_id,project_name,agency,state,prediction_month,evaluation_month,last_observed_month,original_completion_date,last_known_physical_progress,last_known_revised_completion_date,whether_in_completed_projects,whether_reappears_in_later_reports,suspected_exit_reason,confidence_or_evidence,final_resolution_status
372000,REHABILITATION AND UP- GRADATION OF MUDKHED TO NANDED SECTION FROM KM. 372+000 TO KM 388+400 OF NH 16 8-2022 4/2025 {4/2025},MoRTH,532.88 100.00 MAHARASHTRA CIVIL AVIATION,2025-04,2025-07,2025-04,2025-04,,2025-04,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
37352,UPGRADATION OF TWO LANE PAVED SHOULDER FROM SHAHPURA TO THANAGAZI OF NH-248A ON EPC MODE IN THE STAT 3-2022 7/2024 {6/2025},MoRTH,RAJASTHAN CIVIL AVIATION,2025-04,2025-07,2025-04,2024-07,88.0,2025-06,Yes,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
37900,REHABILITATION AND UP- GRADATION OF SABALKHED TO ASHTI SECTION FROM KM 37+900 TO KM 55+100 AND CHINCH 12-2022 9/2024 {9/2024},MoRTH,532.88 100.00 MAHARASHTRA CIVIL AVIATION,2025-04,2025-07,2025-04,2024-09,34.0,2024-09,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
38770,"IMPROVEMENT , UP-GRADATION OF NH-734 SECTION OF MORADABAD - THAKURDWARA - KASHIPUR: ?PACKAGE-I: MORA 10-2022 9/2025 {9/2025}",NHAI,UTTAR PRADESH,2025-04,2025-07,2025-04,2025-09,48.05,2025-09,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
40000,PANGO TO JORGING ROAD PKG- 1 1-2024 7/2027 {7/2027} 12-2016 3/2021,NHIDCL,ASSAM,2025-04,2025-07,2025-04,2027-07,1.97,2027-07,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2026-01', '2026-02', '2026-03']",temporary_reporting_omission
40380,UP GRADATION OF NH 130C ABHANPUR TO PAUND FROM NK KM 0.000 TO KM. 40.380 TO TWO LANE WITH PAVED SHOU 12-2020 9/2023,MoRTH,"6,584.29 77.20 CHHATTISGARH COAL",2025-04,2025-07,2025-04,2023-09,80.71,2025-02,Yes,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
40390,DELHI-AMRITSAR-KATRA EXPRESSWAY FROM CH.KM 303+900 TO KM 319+400 OF MAIN EXPRESSWAY) AND AMRITSAR CO 12-2020 4/2024,NHAI,PUNJAB,2025-04,2025-07,2025-04,2024-04,61.96,2025-09,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
40430,4 LANING OF ITANAGAR TO BANDARDEWA SECTION OF NH- 415 FROM KM 40+430 TO KM 51+735 (PACKAGE B) ON EPC 6-2020 3/2027 {3/2027},MoRTH,ARUNACHAL PRADESH,2025-04,2025-07,2025-04,2027-03,41.94,2027-03,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
40840,DAINADUBI-DARUGIRI PKG-1B 3-2023 3/2027 {3/2027} 4-2008 3/2025 {7/2025},NHIDCL,MIZORAM,2025-04,2025-07,2025-04,2027-03,,2027-03,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2026-01', '2026-02', '2026-03']",temporary_reporting_omission
413257,REHABILITATION/ UPGRADATION OF EXISTING HIGHWAY TO FOUR LANE STANDARDS IN KURKHEDA TOWN FROM (KM.413 3-2022 5/2025 {5/2025},MoRTH,532.88 100.00 MAHARASHTRA CIVIL AVIATION,2025-04,2025-07,2025-04,2025-05,,2025-05,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
423500,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG- XIV) FROM JUNCTION WITH PATHANKOT-GURDASPUR ROAD (NH-5 10-2021 9/2024,NHAI,133.82 29.50 JAMMU AND KASHMIR,2025-04,2025-07,2025-04,2024-09,70.15,2025-07,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2026-01', '2026-02', '2026-03']",temporary_reporting_omission
43060,REHABILITATION AND UPGRADATION OF NONGSTOIN TO WAHKAJI SECTION OF PROJECT ROAD KM 0.000 TO KM 43.06 8-2020 2/2022,MoRTH,MEGHALAYA,2025-04,2025-07,2025-04,2022-02,95.0,2025-03,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
45700,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM VANKARAKUNTA 45.700 KM. TO ODULAPALLE 72.000 KM. OF NH 12-2022 11/2025 {11/2025},NHAI,ANDHRA PRADESH,2025-04,2025-07,2025-04,2025-11,42.06,2025-11,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
468100,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG- XV) [JUNCTION WITH HIRANAGAR ROAD NEAR VILLAGE GURHA B 10-2021 9/2024,NHAI,133.82 29.50 JAMMU AND KASHMIR,2025-04,2025-07,2025-04,2024-09,83.5,2025-09,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
47020,CONSTRUCTION OF 2 LANE WITH PAVED SHOULDERS GREENFIELD BYPASS FROM EXISTING CH. K 3-2023 9/2026 {9/2026},BARAMULLA BYPASS,133.82 29.50 JAMMU AND KASHMIR,2025-04,2025-07,2025-04,2026-09,,2026-09,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2026-01', '2026-02', '2026-03']",temporary_reporting_omission
49150,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 64.535 TO K 3-2020 9/2023 {3/2025},BRO,133.82 29.50 JAMMU AND KASHMIR,2025-04,2025-07,2025-04,2023-09,78.27,2025-03,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2026-01', '2026-02', '2026-03']",temporary_reporting_omission
503500,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG- XVI) EXISTING JAKH (VIJAYPUR)- KUNJWANI SECTION OF NH-4 9-2021 9/2024,NHAI,133.82 29.50 JAMMU AND KASHMIR,2025-04,2025-07,2025-04,2024-09,81.2,2025-09,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
50500,UPGRADATION OF NASRULLAGANI-REHTI-BUDHNI SCCTION TO 2-LANE WITH PAVED SHOULDER FROM KM 0+150 TO KM 12-2021 10/2024 {9/2025},MoRTH,MADHYA PRADESH,2025-04,2025-07,2025-04,2024-10,34.46,2025-09,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
50600,CONSTRUCTION OF TWIN TUBE TUNNELS ON JAMMU KASHMIR RING ROAD (NH-244A) BETWEEN DESIGN CH. 50+600 TO 3-2023 6/2025 {6/2025},NHAI,133.82 29.50 JAMMU AND KASHMIR,2025-04,2025-07,2025-04,2025-06,63.93,2025-06,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
50850,UKHRUL TOLOI TADUBI PKG-2 3-2023 2/2026,NHIDCL,MANIPUR,2025-04,2025-07,2025-04,2026-02,69.25,2026-03,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
50860,CONSTRUCTION OF NEW 4 LANE PRAYAGRAJ SOUTHERN BYPASS FROM DESIGN KM 50.860 (NABABA URF NIBI KALA UPA 8-2023 3/2025 {6/2025},NHAI,UTTAR PRADESH,2025-04,2025-07,2025-04,2025-03,90.2,2025-06,Yes,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
51700,KHELLANI-KHANABAL PKG-2 7-2021 2/2023,NHIDCL,133.82 29.50 JAMMU AND KASHMIR,2025-04,2025-07,2025-04,2023-02,51.21,2025-06,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
52000,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER OF NEW GREEN FIELD ALIGNMENT FROM CHOCHENPHERI AT KM 52.0,NHIDCL,TRIPURA,2025-04,2025-07,2025-04,2023-12,50.6,2025-06,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
55000,WIDENING/IMPROVEMENT TO 4- LANE WITH PAVED SHOULDER FROM KM 55+000 (NAGABANG GAMSUK) TO KM 82+514 (OY 3-2023 3/2027 {3/2027},NHIDCL,ASSAM,2025-04,2025-07,2025-04,2027-03,36.55,2027-03,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
55937,SHIRUR TO KHARDA 2-2017 6/2019 {12/2023},MoRTH,532.88 100.00 MAHARASHTRA CIVIL AVIATION,2025-04,2025-07,2025-04,2019-06,83.93,2023-12,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
59000,MERANGKONG-TAMLU-MON (MTM) PKG-5 7-2021 12/2023 {9/2025},NHIDCL,NAGALAND,2025-04,2025-07,2025-04,2023-12,66.76,2025-09,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
60679,REHABILITATION / UPGRADATION TO 4 LANE WITH PAVED SHOULDER OF EXISTING SECTION IN SILLOD TOWN WITH D 3-2023 7/2025 {7/2025},MoRTH,532.88 100.00 MAHARASHTRA CIVIL AVIATION,2025-04,2025-07,2025-04,2025-07,,2025-07,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
60800,CONSTRUCTION OF FOUR LANE GREENFIELD PROJECT OF DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-I PKG-III) F 12-2020 12/2023,NHAI,HARYANA,2025-04,2025-07,2025-04,2023-12,99.9,2024-03,Yes,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
612188,500 BEDDED HOSPITAL INCLUDING 50 SUPERSPECIALITY BEDS FOR ESIC AT PUNE 7-2022 9/2025 {9/2025},CPWD,532.88 100.00 MAHARASHTRA CIVIL AVIATION,2025-04,2025-07,2025-04,2025-09,,2025-09,Yes,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-10', '2025-11', '2025-12']",temporary_reporting_omission
617374,DALLIRAJHARA - ROWGHAT (95 KM) {PART OF DALLIRAJHARA- JAGDALPUR (235 KM)} 3-2008 6/2025 {6/2025},RVNL,"6,584.29 77.20 CHHATTISGARH COAL",2025-04,2025-07,2025-04,2025-06,,2025-06,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-09', '2025-10', '2025-11']",temporary_reporting_omission
617886,WIDENING OF EXISTING SINGLE LANE / INTERMEDIATE LANE ROAD TO 2 LANE FROM KM 101 TO KM 125 OF NH 61 I 6-2020 9/2024,MoRTH,NAGALAND,2025-04,2025-07,2025-04,2024-09,14.5,2026-06,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617887,4L+PS OF NH -58 FROM BEAWAR-GOMTI (OLD CH KM 58.245 TO KM. 108.600) PKG-I. 12-2020 10/2023 {12/2025},MoRTH,RAJASTHAN CIVIL AVIATION,2025-04,2025-07,2025-04,2023-10,96.1,2025-12,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617891,"CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER FOR FATEHPUR BYPASS, MANDAWA BYPASS AND JHUNJHUNU BYPAS 3-2022 8/2024 {6/2025}",MoRTH,RAJASTHAN CIVIL AVIATION,2025-04,2025-07,2025-04,2024-08,78.0,2025-06,Yes,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617892,CONSTRUCTION OF 2 LANE ROAD OF POTIN TO PANGIN SECTION OF NH 13 FROM KM 163.59 TO KM 206.66 (PACKAGE 3-2019 3/2027 {3/2027},MoRTH,ARUNACHAL PRADESH,2025-04,2025-07,2025-04,2027-03,95.28,2027-03,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617897,CONSTRUCTION OF PROPOSED 4_LANE REVELGUNJ BYPASS NH- 19 IN THE STATE OF BIHAR ON EPC MODE CONNECTING 3-2022 7/2025 {7/2025},MoRTH,BIHAR CIVIL AVIATION,2025-04,2025-07,2025-04,2025-07,53.46,2025-07,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617899,WIDENING AND STRENGTHENING TO 4L+PS/2L+PS FROM KM 0.000 TO 35.800 (KUAKHIA - MANGALPUR SECTION) OF N 3-2022 2/2026 {2/2026},MoRTH,ODISHA COAL,2025-04,2025-07,2025-04,2026-02,33.06,2026-02,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617900,UPGRADATION TO TWO LANE PAVED SHOULDER OF KOTHUN- LALSOT-KAROLI-DHOLPUR ROAD NH-23 (OLD NH-11B) IN TH 12-2021 9/2024 {8/2025},MoRTH,RAJASTHAN CIVIL AVIATION,2025-04,2025-07,2025-04,2024-09,83.0,2025-08,Yes,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617901,WIDENING OF PACHPADRA- BAGUNDI SECTION TO 4 LANE FROM KM 73/60 TO 95/70 OF NH- 25 ON EPC MODE IN THE 1-2022 12/2024,MoRTH,RAJASTHAN CIVIL AVIATION,2025-04,2025-07,2025-04,2024-12,75.46,2025-08,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617904,CONSTRUCTION OF BYPASS ROAD TO BALANGIR TOWN FROM KM 72/400 (DESING KM 0/0) TO KM 79/800 (DESIGN KM 2-2022 10/2025,MoRTH,ODISHA COAL,2025-04,2025-07,2025-04,2025-10,28.0,2025-11,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617905,CONSTRUCTION OF 4 LANE ROB WITH APPROACHES IN LIEU OF LC NO. RV-172 AT KM 176.00 OF NH-201 (PRESENT 12-2021 5/2025,MoRTH,ODISHA COAL,2025-04,2025-07,2025-04,2025-05,35.0,2025-08,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617911,UMARIYA TO SHAHDOL SECTION OF NH-78 IN MADYA PRADESH KM 68/4 TO 142/200 3-2015 8/2017,MoRTH,MADHYA PRADESH,2025-04,2025-07,2025-04,2017-08,93.06,2023-12,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617913,6 LANING FROM KM 9.90 TO KM 19.948 (ARAMGARH-SAMSHABAD SECTION) OF HYDERABAD- SAMSHABAD SECTION OF NH 1-2018 5/2020 {5/2020},MoRTH,TELANGANA COAL,2025-04,2025-07,2025-04,2020-05,93.0,2020-05,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617915,UPGRADATION OF DINDORI- SAGARTOLA-KABICHABUTRA (MP-CG BORDER) SECTION OF NH -45 FROM KM 0+00(DESIGN) 1-2022 9/2025 {9/2025},MoRTH,MADHYA PRADESH,2025-04,2025-07,2025-04,2025-09,50.12,2025-09,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617917,CONSTRUCTION OF 4 LANE FLYOVER AT NAGPUR RTO CHOWK TO NAGPUR UNIVERSITY CAMPUS FROM CH 2/250 TO 5/10 3-2021 3/2024 {4/2024},MoRTH,532.88 100.00 MAHARASHTRA CIVIL AVIATION,2025-04,2025-07,2025-04,2024-03,65.0,2024-04,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617919,CONSTRUCTION OF 4 NOS GRADE SEPARATOR BETWEEN KM. 281.000 TO KM 307.600 KM. 286.400 KUMHARI KM. 299. 3-2018 1/2019 {5/2025},MoRTH,"6,584.29 77.20 CHHATTISGARH COAL",2025-04,2025-07,2025-04,2019-01,97.9,2025-05,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617921,WIDENING AND STRENGTHENING TO 2L+PS INCLUDING LA OF KANDARPUR- BALIKUDA FROM KM 277/500 TO 318/970 OF 3-2022 6/2025 {12/2025},MoRTH,ODISHA COAL,2025-04,2025-07,2025-04,2025-06,36.83,2025-12,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617924,CONSTRUCTION OF BYPASS TO NAYAGARH TOWN FROM KM 235.469 TO 252.482 OF NH-57 INCLUDING LAND ACQUISITI 1-2022 4/2025 {8/2025},MoRTH,ODISHA COAL,2025-04,2025-07,2025-04,2025-04,50.0,2025-08,Yes,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617925,CONSTRUCTION OF BYPASS TO KHORDHA TOWN FROM KM 294/000 TO 300/300 ON NH-57 INCLUDING LA IN THE STATE 2-2022 11/2024,MoRTH,ODISHA COAL,2025-04,2025-07,2025-04,2024-11,31.74,2025-08,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617928,"WIDENING 2 LANE TO 4-LANE FROM KM 92/320 TO KM 115/320 (VAV CHOKDI-SATLASANA TO TO VRUNDAVAN CHOKDI, 3-2022 3/2026 {3/2026}",MoRTH,GUJARAT CIVIL AVIATION,2025-04,2025-07,2025-04,2026-03,,2026-03,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
617929,CONSTRUCTION OF KUND BYPASS FROM EXISTING KM 33+130 TO KM 41+260 (EXISTING LENGTH: 8.130 KM); DESIGN 5-2018 5/2020,MoRTH,UTTARAKHAND,2025-04,2025-07,2025-04,2020-05,65.56,2023-12,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
